ID,Market,CareTime,DateCreated,StartTime,Hours,TimeOfDay,NurseType,NurseTypeLabel,TimeAccepted,Status,StatusTime,CNA,RN,LPN,Price,SurvivalTime,NoticeGiven,DayOfWeek,DayOfWeekValue,Weekend,MarketNum,Survival/Notice Ratio,StartTimeNorm,HoursNorm,PriceNorm,NoticeGivenNorm,DayOfWeekNorm,MarketNorm
630540,PIT-1,10/5/2018 17:00,9/5/2018 7:59,17,6,ET,Nurse,1,,Incompleted,10/5/2018 15:17,0,36.9,26.89,-0.09479708,,30.37569444,Fri,5,0,4,0,0.739130435,0.467858663,0.541522127,0.082180071,0.666666667,0.6
630556,PIT-1,10/6/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/6/2018 16:09,0,37.06,27.05,-0.089332487,,31.37083333,Sat,6,1,4,0,0.739130435,0.467858663,0.545946989,0.084872374,0.833333333,0.6
630558,PIT-1,10/6/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/6/2018 16:09,0,36.84,26.83,-0.096860464,,31.37083333,Sat,6,1,4,0,0.739130435,0.467858663,0.539851337,0.084872374,0.833333333,0.6
630560,PIT-1,10/6/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/6/2018 16:09,0,36.92,26.91,-0.09411101,,31.37083333,Sat,6,1,4,0,0.739130435,0.467858663,0.542077661,0.084872374,0.833333333,0.6
630562,PIT-1,10/7/2018 15:00,9/5/2018 8:06,15,8,ET,Nurse,1,,Incompleted,10/7/2018 12:57,0,37.01,27,-0.091034303,,32.2875,Sun,7,1,4,0,0.652173913,0.51042997,0.544568972,0.087352374,1,0.6
630564,PIT-1,10/7/2018 19:00,9/5/2018 8:06,19,4,ET,Nurse,1,9/14/2018 8:52,Incompleted,10/7/2018 16:55,0,37.1,27.09,-0.087974852,9.031944444,32.45416667,Sun,7,1,4,0.278298455,0.826086957,0.425287356,0.547046311,0.087803283,1,0.6
630566,PIT-1,10/7/2018 19:00,9/5/2018 8:06,19,4,ET,Nurse,1,9/20/2018 17:31,Incompleted,10/7/2018 16:55,0,37.04,27.03,-0.090012576,15.39236111,32.45416667,Sun,7,1,4,0.474279967,0.826086957,0.425287356,0.545396299,0.087803283,1,0.6
630568,PIT-1,10/9/2018 15:00,9/5/2018 8:06,15,8,ET,Nurse,1,9/11/2018 9:48,Completed,10/9/2018 22:05,0,37.06,26.3,-0.102227048,6.070833333,34.2875,Tue,2,0,4,0.177056751,0.652173913,0.51042997,0.535505836,0.092763284,0.166666667,0.6
630570,PIT-1,10/9/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,9/29/2018 16:26,Incompleted,10/9/2018 15:57,0,36.96,26.2,-0.105717317,24.34722222,34.37083333,Tue,2,0,4,0.708368691,0.739130435,0.467858663,0.53267965,0.092988739,0.166666667,0.6
630572,PIT-1,10/11/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/11/2018 16:12,0,37.03,26.27,-0.103271813,,36.37083333,Thu,4,0,4,0,0.739130435,0.467858663,0.534659855,0.098399648,0.5,0.6
630574,PIT-1,10/11/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/11/2018 16:12,0,36.93,26.17,-0.106768712,,36.37083333,Thu,4,0,4,0,0.739130435,0.467858663,0.531828301,0.098399648,0.5,0.6
630576,PIT-1,10/11/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/11/2018 16:12,0,36.98,26.22,-0.105017496,,36.37083333,Thu,4,0,4,0,0.739130435,0.467858663,0.533246318,0.098399648,0.5,0.6
630578,PIT-1,10/12/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/12/2018 15:36,0,36.97,26.96,-0.092399589,,37.37083333,Fri,5,0,4,0,0.739130435,0.467858663,0.543463455,0.101105103,0.666666667,0.6
630580,PIT-1,10/12/2018 15:00,9/5/2018 8:06,15,8,ET,Nurse,1,9/14/2018 8:35,Completed,10/12/2018 21:56,0,37,26.99,-0.091375305,9.020138889,37.2875,Fri,5,0,4,0.241907848,0.652173913,0.51042997,0.544292852,0.100879649,0.666666667,0.6
630582,PIT-1,10/13/2018 16:00,9/5/2018 8:06,16,7,ET,Nurse,1,,Incompleted,10/13/2018 13:30,0,36.93,26.92,-0.093768297,,38.32916667,Sat,6,1,4,0,0.695652174,0.489144317,0.542355167,0.103697831,0.833333333,0.6
630584,PIT-1,10/13/2018 16:00,9/5/2018 8:06,16,7,ET,Nurse,1,,Incompleted,10/13/2018 13:30,0,36.98,26.97,-0.092057948,,38.32916667,Sat,6,1,4,0,0.695652174,0.489144317,0.543740093,0.103697831,0.833333333,0.6
630586,PIT-1,10/13/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,9/20/2018 17:33,Incompleted,10/13/2018 16:20,0,37.04,27.03,-0.090012576,15.39375,38.37083333,Sat,6,1,4,0.401183625,0.739130435,0.467858663,0.545396299,0.103810558,0.833333333,0.6
630588,PIT-1,10/14/2018 15:00,9/5/2018 8:06,15,8,ET,Nurse,1,10/10/2018 13:04,Completed,10/15/2018 6:14,0,37.08,27.07,-0.088653246,35.20694444,39.2875,Sun,7,1,4,0.896136034,0.652173913,0.51042997,0.546496993,0.106290558,1,0.6
630590,PIT-1,10/14/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/14/2018 16:01,0,37.01,27,-0.091034303,,39.37083333,Sun,7,1,4,0,0.739130435,0.467858663,0.544568972,0.106516013,1,0.6
630592,PIT-1,10/14/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/14/2018 16:01,0,36.91,26.9,-0.094453937,,39.37083333,Sun,7,1,4,0,0.739130435,0.467858663,0.541799982,0.106516013,1,0.6
630594,PIT-1,10/15/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/15/2018 15:51,0,37.1,26.34,-0.100837102,,40.37083333,Mon,1,0,4,0,0.739130435,0.467858663,0.536631322,0.109221468,0,0.6
630596,PIT-1,10/15/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/15/2018 15:51,0,37.07,26.31,-0.101879232,,40.37083333,Mon,1,0,4,0,0.739130435,0.467858663,0.535787474,0.109221468,0,0.6
630598,PIT-1,10/16/2018 16:00,9/5/2018 8:06,16,5,ET,Nurse,1,10/15/2018 10:21,Completed,10/16/2018 19:59,0,37.03,26.27,-0.103271813,40.09375,41.32916667,Tue,2,0,4,0.970107874,0.695652174,0.44657301,0.534659855,0.111814195,0.166666667,0.6
630600,PIT-1,10/16/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/16/2018 15:59,0,36.95,26.19,-0.10606756,,41.37083333,Tue,2,0,4,0,0.739130435,0.467858663,0.532396047,0.111926923,0.166666667,0.6
630602,PIT-1,10/17/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/17/2018 16:17,0,37,26.24,-0.10431856,,42.37083333,Wed,3,0,4,0,0.739130435,0.467858663,0.53381227,0.114632378,0.333333333,0.6
630604,PIT-1,10/18/2018 15:00,9/5/2018 8:06,15,8,ET,Nurse,1,10/17/2018 11:14,Completed,10/18/2018 22:05,0,37,26.24,-0.10431856,42.13055556,43.2875,Thu,4,0,4,0.973273013,0.652173913,0.51042997,0.53381227,0.117112378,0.5,0.6
630606,PIT-1,10/18/2018 17:00,9/5/2018 8:06,17,6,ET,Nurse,1,,Incompleted,10/18/2018 16:02,0,36.85,26.09,-0.109582233,,43.37083333,Thu,4,0,4,0,0.739130435,0.467858663,0.529550099,0.117337832,0.5,0.6
