ID,Market,CareTime,DateCreated,StartTime,Hours,TimeOfDay,NurseType,NurseTypeLabel,TimeAccepted,Status,StatusTime,CNA,RN,LPN,Price,SurvivalTime,NoticeGiven,DayOfWeek,DayOfWeekValue,Weekend,MarketNum,Survival/Notice Ratio,StartTimeNorm,HoursNorm,PriceNorm,NoticeGivenNorm,DayOfWeekNorm,MarketNorm
632426,PHL-1,10/10/2018 23:00,9/5/2018 15:08,23,8,NT,CNA,0,9/5/2018 15:14,Completed,10/11/2018 6:02,18.95,0,0,0.094986807,0.004166667,35.32777778,Wed,3,0,3,0.000117943,1,0.51042997,0.695196423,0.095577709,0.333333333,0.4
632428,PHL-1,10/17/2018 23:00,9/5/2018 15:08,23,4,NT,CNA,0,9/5/2018 15:14,Deleted,10/5/2018 9:55,19.09,0,0,0.101623887,0.004166667,42.32777778,Wed,3,0,3,9.84E-05,1,0.425287356,0.700570686,0.114515893,0.333333333,0.4
632434,PHL-1,10/24/2018 23:00,9/5/2018 15:08,23,4,NT,CNA,0,9/5/2018 15:15,Deleted,10/5/2018 9:57,18.93,0,0,0.094030639,0.004861111,49.32777778,Wed,3,0,3,9.85E-05,1,0.425287356,0.694422182,0.133454077,0.333333333,0.4
632436,PHL-1,10/31/2018 23:00,9/5/2018 15:08,23,4,NT,CNA,0,9/5/2018 15:16,Deleted,10/5/2018 10:03,19.07,0,0,0.100681699,0.005555556,56.32777778,Wed,3,0,3,9.86E-05,1,0.425287356,0.699807766,0.152392261,0.333333333,0.4
632438,PHL-1,10/11/2018 15:00,9/5/2018 15:08,15,8,ET,CNA,0,9/5/2018 15:14,Completed,10/11/2018 22:18,18.41,0,0,0.068441065,0.004166667,35.99444444,Thu,4,0,3,0.000115759,0.652173913,0.51042997,0.673701457,0.097381345,0.5,0.4
632440,PHL-1,10/18/2018 15:00,9/5/2018 15:08,15,8,ET,CNA,0,9/5/2018 15:15,Completed,10/18/2018 22:07,18.51,0,0,0.073473798,0.004861111,42.99444444,Thu,4,0,3,0.000113064,0.652173913,0.51042997,0.677776628,0.116319529,0.5,0.4
632442,PHL-1,10/25/2018 15:00,9/5/2018 15:09,15,8,ET,CNA,0,9/5/2018 15:16,Completed,10/25/2018 22:00,18.36,0,0,0.065904139,0.004861111,49.99375,Thu,4,0,3,9.72E-05,0.652173913,0.51042997,0.671647224,0.135255835,0.5,0.4
638340,PHL-2,10/10/2018 14:00,9/10/2018 10:26,14,8,ET,CNA,0,9/10/2018 11:49,Completed,10/10/2018 21:03,19.54,0,0,0.122313204,0.057638889,30.14861111,Wed,3,0,3,0.001911826,0.608695652,0.51042997,0.717323511,0.081565707,0.333333333,0.4
639256,PHL-2,10/6/2018 6:45,9/10/2018 21:12,6,12.5,DT,Nurse,1,,Deleted,10/4/2018 12:06,0,37.62,32.04,-0.002542431,23.62083333,25.39791667,Sat,6,1,3,0.93003035,0.260869565,0.606215411,0.616223771,0.068712917,0.833333333,0.4
639258,PHL-2,10/7/2018 6:45,9/10/2018 21:12,6,12.5,DT,Nurse,1,,Deleted,10/4/2018 12:08,0,37.8,31.74,-0.004272444,23.62222222,26.39791667,Sun,7,1,3,0.894851761,0.260869565,0.606215411,0.614822922,0.071418372,1,0.4
639264,PHL-2,10/2/2018 6:45,9/10/2018 21:20,6,12.5,DT,CNA,0,9/14/2018 14:10,Completed,10/2/2018 18:18,17.19,0,0,0.002326934,3.701388889,21.39236111,Tue,2,0,3,0.17302386,0.260869565,0.606215411,0.620166657,0.057876068,0.166666667,0.4
639266,PHL-2,10/2/2018 18:45,9/10/2018 21:20,18,12.5,NT,CNA,0,9/12/2018 16:45,Deleted,9/14/2018 7:09,17,0,0,-0.008823529,1.809027778,21.89236111,Tue,2,0,3,0.082632831,0.782608696,0.606215411,0.611137758,0.059228795,0.166666667,0.4
639268,PHL-2,10/2/2018 18:45,9/10/2018 21:20,18,12.5,NT,CNA,0,10/1/2018 10:33,Completed,10/3/2018 6:13,16.89,0,0,-0.015393724,20.55069444,21.89236111,Tue,2,0,3,0.938715305,0.782608696,0.606215411,0.605817653,0.059228795,0.166666667,0.4
639274,PHL-2,10/3/2018 18:45,9/10/2018 21:20,18,4,NT,CNA,0,9/30/2018 2:44,Deleted,10/1/2018 11:19,17.02,0,0,-0.007638073,19.225,22.89236111,Wed,3,0,3,0.839799788,0.782608696,0.425287356,0.612097661,0.06193425,0.333333333,0.4
639276,PHL-2,10/4/2018 6:45,9/10/2018 21:20,6,12.5,DT,CNA,0,10/3/2018 16:00,Completed,10/4/2018 18:12,17.16,0,0,0.000582751,22.77777778,23.39236111,Thu,4,0,3,0.973727178,0.260869565,0.606215411,0.618754334,0.063286977,0.5,0.4
639278,PHL-2,10/4/2018 6:45,9/10/2018 21:20,6,12.5,DT,CNA,0,9/14/2018 14:11,Completed,10/4/2018 18:24,17.3,0,0,0.00867052,3.702083333,23.39236111,Thu,4,0,3,0.158260353,0.260869565,0.606215411,0.625303268,0.063286977,0.5,0.4
639280,PHL-2,10/5/2018 6:45,9/10/2018 21:20,6,12.5,DT,CNA,0,9/19/2018 10:58,Incompleted,10/5/2018 9:16,17.18,0,0,0.001746217,8.568055556,24.39236111,Fri,5,0,3,0.351259787,0.260869565,0.606215411,0.619696431,0.065992432,0.666666667,0.4
639282,PHL-2,10/5/2018 18:45,9/10/2018 21:20,18,12.5,NT,CNA,0,9/13/2018 15:11,Deleted,10/4/2018 12:06,17.19,0,0,0.002326934,2.74375,24.89236111,Fri,5,0,3,0.110224578,0.782608696,0.606215411,0.620166657,0.06734516,0.666666667,0.4
639284,PHL-2,10/5/2018 18:45,9/10/2018 21:20,18,12.5,NT,CNA,0,9/14/2018 1:09,Completed,10/6/2018 8:09,17.03,0,0,-0.007046389,3.159027778,24.89236111,Fri,5,0,3,0.126907518,0.782608696,0.606215411,0.612576767,0.06734516,0.666666667,0.4
639286,PHL-2,10/1/2018 6:45,9/10/2018 21:20,6,12.5,DT,CNA,0,9/14/2018 14:09,Completed,10/1/2018 18:16,17.21,0,0,0.003486345,3.700694444,20.39236111,Mon,1,0,3,0.181474545,0.260869565,0.606215411,0.62110547,0.055170613,0,0.4
639292,PHL-2,10/1/2018 18:45,9/10/2018 21:20,18,12.5,NT,CNA,0,9/12/2018 15:50,Incompleted,10/1/2018 8:29,16.81,0,0,-0.020226056,1.770833333,20.89236111,Mon,1,0,3,0.084759847,0.782608696,0.606215411,0.601904754,0.05652334,0,0.4
639294,PHL-2,10/6/2018 18:45,9/10/2018 21:20,18,12.5,NT,CNA,0,9/12/2018 10:15,Completed,10/7/2018 6:23,17.15,0,0,0,1.538194444,25.89236111,Sat,6,1,3,0.059407268,0.782608696,0.606215411,0.618282461,0.070050615,0.833333333,0.4
640818,PHL-1,10/4/2018 7:00,9/11/2018 14:50,7,8,DT,Nurse,1,9/12/2018 4:16,Completed,10/4/2018 14:53,0,39.29,35.88,0.070944449,0.559722222,22.67361111,Thu,4,0,3,0.024686064,0.304347826,0.51042997,0.67572853,0.061342432,0.5,0.4
640820,PHL-1,10/4/2018 7:00,9/11/2018 14:50,7,8,DT,Nurse,1,9/11/2018 17:01,Completed,10/8/2018 6:33,0,38.12,36.12,0.059306227,0.090972222,22.67361111,Thu,4,0,3,0.004012251,0.304347826,0.51042997,0.666304676,0.061342432,0.5,0.4
640876,PHL-1,10/6/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,9/11/2018 15:38,Completed,10/6/2018 22:15,0,39.82,35,0.066598426,0.004166667,24.97777778,Sat,6,1,3,0.000166815,0.652173913,0.51042997,0.672209411,0.067576251,0.833333333,0.4
640878,PHL-1,10/6/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,9/25/2018 20:05,Deleted,10/5/2018 11:56,0,39.68,34.86,0.063092222,14.18958333,24.97777778,Sat,6,1,3,0.568088301,0.652173913,0.51042997,0.669370322,0.067576251,0.833333333,0.4
640880,PHL-1,10/7/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,,Deleted,9/12/2018 11:54,0,39.64,33.24,0.041752117,0.848611111,25.97777778,Sun,7,1,3,0.032666809,0.652173913,0.51042997,0.652090532,0.070281705,1,0.4
640882,PHL-1,10/7/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,9/11/2018 15:39,Completed,10/7/2018 22:08,0,39.86,33.46,0.047502649,0.004861111,25.97777778,Sun,7,1,3,0.000187126,0.652173913,0.51042997,0.656746928,0.070281705,1,0.4
640884,PHL-1,10/10/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,10/4/2018 2:05,Deleted,10/8/2018 10:09,0,39.08,32.68,0.026796185,22.43958333,28.97777778,Wed,3,0,3,0.774372124,0.652173913,0.425287356,0.639980219,0.07839807,0.333333333,0.4
640886,PHL-1,10/10/2018 23:00,9/11/2018 15:32,23,4,NT,Nurse,1,9/12/2018 7:50,Deleted,10/8/2018 10:06,0,38.97,32.77,0.026524871,0.679166667,29.31111111,Wed,3,0,3,0.023170963,1,0.425287356,0.639760527,0.079299888,0.333333333,0.4
640888,PHL-1,10/11/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,10/2/2018 17:04,Deleted,10/4/2018 13:13,0,38.96,32.79,0.026660547,21.06388889,29.97777778,Thu,4,0,3,0.702650111,0.652173913,0.425287356,0.639870389,0.081103525,0.5,0.4
640890,PHL-1,10/13/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,9/15/2018 18:00,Deleted,10/4/2018 13:32,0,39.71,33.41,0.04489735,4.102777778,31.97777778,Sat,6,1,3,0.128300903,0.652173913,0.425287356,0.654637332,0.086514435,0.833333333,0.4
640892,PHL-1,10/13/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,9/28/2018 15:47,Deleted,10/8/2018 6:14,0,39.68,33.28,0.042802827,17.01041667,32.31111111,Sat,6,1,3,0.526457187,1,0.51042997,0.652941327,0.087416253,0.833333333,0.4
640894,PHL-1,10/14/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,9/16/2018 8:36,Completed,10/14/2018 22:21,0,39.98,33.58,0.050610308,4.711111111,32.97777778,Sun,7,1,3,0.142857143,0.652173913,0.51042997,0.659263303,0.08921989,1,0.4
640896,PHL-1,10/14/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,9/28/2018 15:48,Completed,10/15/2018 6:17,0,39.89,33.49,0.04828147,17.01111111,33.31111111,Sun,7,1,3,0.510673783,1,0.51042997,0.657377566,0.090121708,1,0.4
640898,PHL-1,10/15/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,9/17/2018 8:01,Deleted,10/12/2018 12:33,0,39.19,32.93,0.031654108,5.686805556,33.97777778,Mon,1,0,3,0.167368378,0.652173913,0.425287356,0.64391384,0.091925344,0,0.4
640900,PHL-1,10/17/2018 19:00,9/11/2018 15:32,19,4,NT,Nurse,1,9/19/2018 4:19,Deleted,10/4/2018 14:06,0,38.84,32.63,0.022847268,7.532638889,36.14444444,Wed,3,0,3,0.208403781,0.826086957,0.425287356,0.63678265,0.097787163,0.333333333,0.4
640902,PHL-1,10/18/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,9/19/2018 23:04,Deleted,10/10/2018 8:29,0,38.95,32.65,0.024621428,8.313888889,37.31111111,Thu,4,0,3,0.222826087,1,0.51042997,0.638219246,0.100943527,0.5,0.4
640904,PHL-1,10/19/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,,Deleted,10/4/2018 7:51,0,39.73,33.48,0.046071496,22.67986111,38.31111111,Fri,5,0,3,0.591991734,1,0.51042997,0.655588076,0.103648982,0.666666667,0.4
640906,PHL-1,10/20/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,,Deleted,10/4/2018 12:13,0,39.79,33.49,0.046982727,22.86180556,38.97777778,Sat,6,1,3,0.58653435,0.652173913,0.51042997,0.65632593,0.105452619,0.833333333,0.4
640908,PHL-1,10/20/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,,Deleted,10/4/2018 7:51,0,37.92,33.44,0.021341007,22.67986111,38.97777778,Sat,6,1,3,0.581866448,0.652173913,0.51042997,0.635562981,0.105452619,0.833333333,0.4
640910,PHL-1,10/20/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,,Deleted,10/4/2018 7:51,0,37.87,33.39,0.019967643,22.67986111,38.97777778,Sat,6,1,3,0.581866448,0.652173913,0.51042997,0.634450923,0.105452619,0.833333333,0.4
640912,PHL-1,10/20/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,9/24/2018 5:05,Completed,10/21/2018 6:07,0,39.61,33.21,0.040962569,12.56458333,39.31111111,Sat,6,1,3,0.319619135,1,0.51042997,0.651451209,0.106354437,0.833333333,0.4
640914,PHL-1,10/21/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,10/10/2018 9:19,Deleted,10/18/2018 12:39,0,39.91,33.51,0.048799976,28.74097222,39.97777778,Sun,7,1,3,0.718923708,0.652173913,0.51042997,0.657797417,0.108158074,1,0.4
640916,PHL-1,10/21/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,,Deleted,10/4/2018 14:10,0,38.43,33.29,0.026253406,22.94305556,39.97777778,Sun,7,1,3,0.57389522,0.652173913,0.51042997,0.639540713,0.108158074,1,0.4
640918,PHL-1,10/21/2018 23:00,9/11/2018 15:32,23,4,NT,Nurse,1,10/7/2018 17:04,Deleted,10/11/2018 8:51,0,39.78,33.38,0.04541955,26.06388889,40.31111111,Sun,7,1,3,0.646568357,1,0.425287356,0.655060174,0.109059892,1,0.4
640920,PHL-1,10/22/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,9/29/2018 9:01,Deleted,10/8/2018 10:37,0,38.79,32.53,0.020792124,17.72847222,40.97777778,Mon,1,0,3,0.432636253,0.652173913,0.425287356,0.635118532,0.110863529,0,0.4
640922,PHL-1,10/24/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,10/5/2018 6:12,Completed,10/25/2018 16:18,0,39.15,32.75,0.028691158,23.61111111,42.97777778,Wed,3,0,3,0.549379524,0.652173913,0.51042997,0.641514641,0.116274438,0.333333333,0.4
640924,PHL-1,10/24/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,,Deleted,10/5/2018 9:12,0,39.05,32.85,0.028691158,23.73611111,43.31111111,Wed,3,0,3,0.548037455,1,0.51042997,0.641514641,0.117176257,0.333333333,0.4
640926,PHL-1,10/25/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,9/26/2018 23:05,Deleted,10/8/2018 10:38,0,38.93,32.76,0.025845923,15.31458333,43.97777778,Thu,4,0,3,0.348234588,0.652173913,0.425287356,0.63921076,0.118979893,0.5,0.4
640928,PHL-1,10/25/2018 23:00,9/11/2018 15:32,23,4,NT,Nurse,1,9/26/2018 23:05,Deleted,10/9/2018 12:12,0,39.07,32.77,0.027879931,15.31458333,44.31111111,Thu,4,0,3,0.34561497,1,0.425287356,0.640857764,0.119881712,0.5,0.4
640930,PHL-1,10/26/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,9/28/2018 7:38,Completed,10/26/2018 22:19,0,39.73,33.48,0.046071496,16.67083333,44.97777778,Fri,5,0,3,0.370645998,0.652173913,0.51042997,0.655588076,0.121685348,0.666666667,0.4
640932,PHL-1,10/26/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,10/2/2018 11:21,Completed,10/27/2018 2:26,0,37.87,32.5,0.007572748,20.82569444,44.97777778,Fri,5,0,3,0.463021863,0.652173913,0.51042997,0.624414366,0.121685348,0.666666667,0.4
640934,PHL-1,10/26/2018 23:00,9/11/2018 15:32,23,4,NT,Nurse,1,9/29/2018 4:55,Deleted,10/9/2018 12:13,0,39.86,33.61,0.049447315,17.55763889,45.31111111,Fri,5,0,3,0.387490804,1,0.425287356,0.658321589,0.122587166,0.666666667,0.4
640936,PHL-1,10/27/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,10/7/2018 11:13,Deleted,10/10/2018 8:35,0,39.65,33.35,0.043327319,25.82013889,45.97777778,Sat,6,1,3,0.561578661,0.652173913,0.51042997,0.653366026,0.124390803,0.833333333,0.4
640938,PHL-1,10/27/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,,Deleted,10/2/2018 8:25,0,40.05,33.65,0.052413762,20.70347222,46.31111111,Sat,6,1,3,0.447051943,1,0.51042997,0.660723619,0.125292621,0.833333333,0.4
640940,PHL-1,10/28/2018 18:00,9/11/2018 15:32,18,5,ET,Nurse,1,10/22/2018 15:26,Incompleted,10/28/2018 17:42,0,40.01,33.61,0.051384057,40.99583333,47.10277778,Sun,7,1,3,0.870348529,0.782608696,0.44657301,0.659889833,0.12743444,1,0.4
640942,PHL-1,10/28/2018 23:00,9/11/2018 15:32,23,8,NT,Nurse,1,,Deleted,10/2/2018 8:26,0,39.85,33.45,0.047242759,20.70416667,47.31111111,Sun,7,1,3,0.437617426,1,0.51042997,0.656536487,0.127998076,1,0.4
640944,PHL-1,10/29/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,10/2/2018 11:22,Deleted,10/8/2018 10:39,0,39.12,32.86,0.02977069,20.82638889,47.97777778,Mon,1,0,3,0.434084067,0.652173913,0.425287356,0.642388774,0.129801713,0,0.4
640946,PHL-1,10/31/2018 15:00,9/11/2018 15:32,15,4,ET,Nurse,1,10/3/2018 6:24,Deleted,10/5/2018 9:15,0,39.36,32.96,0.034332056,21.61944444,49.97777778,Wed,3,0,3,0.432581147,0.652173913,0.425287356,0.646082263,0.135212622,0.333333333,0.4
640948,PHL-1,10/31/2018 15:00,9/11/2018 15:32,15,8,ET,Nurse,1,10/26/2018 17:56,Completed,10/31/2018 22:07,0,38.15,32.91,0.01720932,45.1,49.97777778,Wed,3,0,3,0.902401067,0.652173913,0.51042997,0.632217417,0.135212622,0.333333333,0.4
640950,PHL-1,10/31/2018 23:00,9/11/2018 15:32,23,4,NT,Nurse,1,10/3/2018 15:19,Deleted,10/9/2018 12:17,0,38.97,32.77,0.026524871,21.99097222,50.31111111,Wed,3,0,3,0.437099713,1,0.425287356,0.639760527,0.136114441,0.333333333,0.4
641278,PHL-1,10/1/2018 6:30,9/12/2018 6:55,6,8.5,DT,CNA,0,9/13/2018 13:08,Completed,10/1/2018 13:58,18.32,0,0,0.063864629,1.259027778,18.98263889,Mon,1,0,3,0.066325224,0.260869565,0.521072797,0.669995765,0.051356673,0,0.4
641280,PHL-1,10/2/2018 6:30,9/12/2018 6:55,6,8.5,DT,CNA,0,9/14/2018 20:00,Completed,10/2/2018 13:54,18.32,0,0,0.063864629,2.545138889,19.98263889,Tue,2,0,3,0.127367507,0.260869565,0.521072797,0.669995765,0.054062128,0.166666667,0.4
641282,PHL-1,10/3/2018 6:30,9/12/2018 6:55,6,8.5,DT,CNA,0,9/14/2018 20:01,Completed,10/3/2018 13:58,18.32,0,0,0.063864629,2.545833333,20.98263889,Wed,3,0,3,0.121330465,0.260869565,0.521072797,0.669995765,0.056767583,0.333333333,0.4
641284,PHL-1,10/4/2018 6:30,9/12/2018 6:55,6,8.5,DT,CNA,0,9/14/2018 20:02,Completed,10/4/2018 13:58,18.6,0,0,0.077956989,2.546527778,21.98263889,Thu,4,0,3,0.115842679,0.260869565,0.521072797,0.681406816,0.059473038,0.5,0.4
641286,PHL-1,10/5/2018 6:30,9/12/2018 6:56,6,8.5,DT,CNA,0,9/12/2018 8:01,Completed,10/5/2018 14:04,18.47,0,0,0.071467244,0.045138889,22.98194444,Fri,5,0,3,0.001964102,0.260869565,0.521072797,0.676151854,0.062176614,0.666666667,0.4
641288,PHL-1,10/8/2018 9:00,9/12/2018 6:56,9,6,DT,CNA,0,9/16/2018 12:55,Incompleted,10/8/2018 9:30,18.35,0,0,0.065395095,4.249305556,26.08611111,Mon,1,0,3,0.162895325,0.391304348,0.467858663,0.671235034,0.070574796,0,0.4
