ID,Market,CareTime,DateCreated,StartTime,Hours,TimeOfDay,NurseType,NurseTypeLabel,TimeAccepted,Status,StatusTime,CNA,RN,LPN,Price,SurvivalTime,NoticeGiven,DayOfWeek,DayOfWeekValue,Weekend,MarketNum,Survival/Notice Ratio,StartTimeNorm,HoursNorm,PriceNorm,NoticeGivenNorm,DayOfWeekNorm,MarketNorm,PCA
645268,PVD-1,10/7/2018 7:00,9/14/2018 10:04,7,4,DT,CNA,0,9/18/2018 12:28,Deleted,10/4/2018 10:32,16.26,0,0,-0.054735547,4.1,22.87222222,Sun,7,1,5,0.17925674,0.304347826,0.425287356,0.573961277,0.061879765,1,0.8,-2.461499261
645274,PVD-1,10/7/2018 15:00,9/14/2018 10:04,15,8,ET,CNA,0,,Deleted,10/4/2018 10:30,16.82,0,0,-0.019619501,20.01805556,23.20555556,Sun,7,1,5,0.862640651,0.652173913,0.51042997,0.602395902,0.062781583,1,0.8,-0.691483116
645280,PVD-1,10/7/2018 15:00,9/14/2018 10:04,15,8,ET,CNA,0,,Deleted,10/1/2018 15:05,16.9,0,0,-0.014792899,17.20902778,23.20555556,Sun,7,1,5,0.741590855,0.652173913,0.51042997,0.606304161,0.062781583,1,0.8,-0.688731953
645284,PVD-1,10/7/2018 15:00,9/14/2018 10:04,15,8,ET,CNA,0,,Deleted,10/2/2018 11:57,16.9,0,0,-0.014792899,18.07847222,23.20555556,Sun,7,1,5,0.779057936,0.652173913,0.51042997,0.606304161,0.062781583,1,0.8,-0.688731953
645286,PVD-1,10/7/2018 23:00,9/14/2018 10:04,23,8,NT,Nurse,1,,Deleted,10/4/2018 10:30,0,38.81,33.86,0.038982995,20.01805556,23.53888889,Sun,7,1,5,0.850424829,1,0.51042997,0.649848283,0.063683402,1,0.8,3.519920307
645292,PVD-1,10/8/2018 15:00,9/14/2018 10:06,15,4,ET,CNA,0,9/14/2018 10:37,Deleted,10/3/2018 14:56,19.05,0,0,0.099737533,0.021527778,24.20416667,Mon,1,0,5,0.000889424,0.652173913,0.425287356,0.699043243,0.065483281,0,0.8,1.642775393
645294,PVD-1,10/8/2018 15:00,9/14/2018 10:06,15,4,ET,CNA,0,9/14/2018 12:40,Deleted,10/2/2018 11:58,18.98,0,0,0.096417281,0.106944444,24.20416667,Mon,1,0,5,0.004418431,0.652173913,0.425287356,0.696354725,0.065483281,0,0.8,1.64088285
645296,PVD-1,10/8/2018 15:00,9/14/2018 10:06,15,8,ET,CNA,0,,Deleted,10/2/2018 11:35,16.2,0,0,-0.058641975,18.06180556,24.20416667,Mon,1,0,5,0.746227119,0.652173913,0.51042997,0.570798113,0.065483281,0,0.8,-0.875500926
645298,PVD-1,10/8/2018 15:00,9/14/2018 10:06,15,8,ET,CNA,0,,Deleted,10/2/2018 11:34,16.2,0,0,-0.058641975,18.06111111,24.20416667,Mon,1,0,5,0.746198428,0.652173913,0.51042997,0.570798113,0.065483281,0,0.8,-0.875500926
645300,PVD-1,10/8/2018 15:00,9/14/2018 10:06,15,8,ET,CNA,0,,Deleted,10/2/2018 11:34,16.24,0,0,-0.056034483,18.06111111,24.20416667,Mon,1,0,5,0.746198428,0.652173913,0.51042997,0.572909485,0.065483281,0,0.8,-0.874014656
645302,PVD-1,10/8/2018 15:00,9/14/2018 10:06,15,4,ET,Nurse,1,9/22/2018 11:44,Deleted,10/1/2018 12:13,0,38.74,33.56,0.034064927,8.068055556,24.20416667,Mon,1,0,5,0.333333333,0.652173913,0.425287356,0.64586596,0.065483281,0,0.8,1.605342008
645304,PVD-1,10/8/2018 23:00,9/14/2018 10:06,23,4,NT,CNA,0,9/14/2018 10:20,Deleted,10/2/2018 11:33,19.05,0,0,0.099737533,0.009722222,24.5375,Mon,1,0,5,0.000396219,1,0.425287356,0.699043243,0.066385099,0,0.8,5.820775394
646224,PVD-1,10/5/2018 15:00,9/14/2018 15:59,15,4,ET,CNA,0,9/15/2018 20:16,Deleted,9/27/2018 14:11,16.98,0,0,-0.010011779,1.178472222,20.95902778,Fri,5,0,5,0.056227428,0.652173913,0.425287356,0.610175592,0.056703704,0.666666667,0.8,2.105930786
646226,PVD-1,10/6/2018 15:00,9/14/2018 15:59,15,4,ET,CNA,0,9/15/2018 20:16,Deleted,9/27/2018 14:11,17.92,0,0,0.04296875,1.178472222,21.95902778,Sat,6,1,5,0.053666867,0.652173913,0.425287356,0.65307568,0.059409159,0.833333333,0.8,1.974129687
646232,PVD-1,10/7/2018 15:00,9/14/2018 15:59,15,4,ET,CNA,0,10/2/2018 12:21,Deleted,10/3/2018 12:28,17.64,0,0,0.027777778,17.84861111,22.95902778,Sun,7,1,5,0.777411451,0.652173913,0.425287356,0.640775047,0.062114614,1,0.8,1.803470833
647830,PVD-1,10/1/2018 15:00,9/17/2018 11:01,15,8,ET,CNA,0,,Deleted,9/28/2018 12:43,16.03,0,0,-0.069868996,11.07083333,14.16597222,Mon,1,0,5,0.781508897,0.652173913,0.51042997,0.561707222,0.038325399,0,0.8,0.744287173
647842,PVD-1,10/1/2018 23:00,9/17/2018 11:01,23,8,NT,CNA,0,9/17/2018 15:06,Deleted,9/25/2018 13:03,15.34,0,0,-0.117992177,0.170138889,14.49930556,Mon,1,0,5,0.011734278,1,0.51042997,0.522740289,0.039227217,0,0.8,4.894856958
647912,PVD-1,10/1/2018 7:00,9/17/2018 11:03,7,8,DT,CNA,0,9/17/2018 18:28,Deleted,11/27/2018 10:30,16.36,0,0,-0.048288509,0.309027778,13.83125,Mon,1,0,5,0.022342722,0.304347826,0.51042997,0.579181657,0.037419823,0,0.8,-3.42118695
647914,PVD-1,10/1/2018 15:00,9/17/2018 11:03,15,8,ET,CNA,0,9/17/2018 18:28,Deleted,9/25/2018 8:42,16.05,0,0,-0.068535826,0.309027778,14.16458333,Mon,1,0,5,0.021816934,0.652173913,0.51042997,0.562786734,0.038321641,0,0.8,0.74527208
647916,PVD-1,10/1/2018 23:00,9/17/2018 11:03,23,8,NT,CNA,0,,Deleted,9/28/2018 23:30,15.99,0,0,-0.072545341,11.51875,14.49791667,Mon,1,0,5,0.794510705,1,0.51042997,0.559540097,0.039223459,0,0.8,4.920986655
647952,PVD-1,10/1/2018 15:00,9/17/2018 11:04,15,8,ET,CNA,0,9/24/2018 23:42,Deleted,9/27/2018 9:25,16.13,0,0,-0.063236206,7.526388889,14.16388889,Mon,1,0,5,0.531378702,0.652173913,0.51042997,0.567078012,0.038319762,0,0.8,0.748405362
647954,PVD-1,10/1/2018 15:00,9/17/2018 11:04,15,8,ET,CNA,0,,Deleted,9/25/2018 4:03,16.03,0,0,-0.069868996,7.707638889,14.16388889,Mon,1,0,5,0.544175328,0.652173913,0.51042997,0.561707222,0.038319762,0,0.8,0.744624672
648118,PVD-1,10/1/2018 23:00,9/17/2018 11:09,23,8,NT,CNA,0,,Deleted,9/19/2018 23:28,16.68,0,0,-0.028177458,2.513194444,14.49375,Mon,1,0,5,0.173398495,1,0.51042997,0.595466241,0.039212187,0,0.8,4.946951349
649240,PVD-1,10/2/2018 15:00,9/18/2018 3:58,15,8,ET,CNA,0,,Deleted,9/28/2018 12:45,15.88,0,0,-0.079974811,10.36597222,14.45972222,Tue,2,0,5,0.716885986,0.652173913,0.51042997,0.553524209,0.039120126,0.166666667,0.8,0.690939358
649266,PVD-1,10/2/2018 23:00,9/18/2018 3:59,23,8,NT,CNA,0,9/18/2018 9:03,Deleted,9/19/2018 16:52,16.16,0,0,-0.061262376,0.211111111,14.79236111,Tue,2,0,5,0.01427163,1,0.51042997,0.568676287,0.040020065,0.166666667,0.8,4.879717946
652098,PVD-1,10/3/2018 23:00,9/18/2018 14:12,23,4,NT,Nurse,1,9/19/2018 15:33,Deleted,9/27/2018 14:41,0,38.43,32.36,0.01346086,1.05625,15.36666667,Wed,3,0,5,0.068736443,1,0.425287356,0.629182165,0.041573823,0.333333333,0.8,7.25727269
652104,PVD-1,10/6/2018 23:00,9/18/2018 14:13,23,8,NT,Nurse,1,,Deleted,10/1/2018 9:55,0,37.72,29.23,-0.043123312,12.82083333,18.36597222,Sat,6,1,5,0.698075396,1,0.51042997,0.583364088,0.049688309,0.833333333,0.8,4.311132213
652108,PVD-1,10/7/2018 23:00,9/18/2018 14:13,23,8,NT,Nurse,1,,Deleted,10/3/2018 10:55,0,37.91,33.9,0.027473809,14.8625,19.36597222,Sun,7,1,5,0.76745437,1,0.51042997,0.640528914,0.052393764,1,0.8,4.189372571
652110,PVD-1,10/7/2018 23:00,9/18/2018 14:13,23,8,NT,Nurse,1,,Deleted,10/1/2018 15:04,0,37.9,33.89,0.027202873,13.03541667,19.36597222,Sun,7,1,5,0.673109334,1,0.51042997,0.640309528,0.052393764,1,0.8,4.189218138
652116,PVD-1,10/8/2018 23:00,9/18/2018 14:14,23,8,NT,Nurse,1,,Deleted,10/2/2018 10:07,0,38.58,28.99,-0.033551957,13.82847222,20.36527778,Mon,1,0,5,0.679022028,1,0.51042997,0.591114331,0.05509734,0,0.8,3.992700384
652140,PVD-1,10/8/2018 15:00,9/18/2018 14:15,15,8,ET,CNA,0,,Deleted,10/2/2018 11:34,16.3,0,0,-0.052147239,13.88819444,20.03125,Mon,1,0,5,0.6933264,0.652173913,0.51042997,0.576057115,0.054193643,0,0.8,-0.195786426
652142,PVD-1,10/8/2018 15:00,9/18/2018 14:15,15,8,ET,CNA,0,,Deleted,10/2/2018 11:34,16.32,0,0,-0.050857843,13.88819444,20.03125,Mon,1,0,5,0.6933264,0.652173913,0.51042997,0.577101182,0.054193643,0,0.8,-0.195051471
652144,PVD-1,10/8/2018 15:00,9/18/2018 14:15,15,4,ET,CNA,0,10/2/2018 2:20,Deleted,10/4/2018 10:32,16.33,0,0,-0.050214329,13.50347222,20.03125,Mon,1,0,5,0.674120298,0.652173913,0.425287356,0.577622257,0.054193643,0,0.8,2.233315332
652146,PVD-1,10/8/2018 15:00,9/18/2018 14:15,15,8,ET,CNA,0,,Deleted,10/2/2018 11:34,16.2,0,0,-0.058641975,13.88819444,20.03125,Mon,1,0,5,0.6933264,0.652173913,0.51042997,0.570798113,0.054193643,0,0.8,-0.199488426
652148,PVD-1,10/8/2018 15:00,9/18/2018 14:15,15,8,ET,Nurse,1,,Deleted,10/1/2018 12:11,0,38.64,33.46,0.031385496,12.91388889,20.03125,Mon,1,0,5,0.644687121,0.652173913,0.51042997,0.643696336,0.054193643,0,0.8,-0.148172767
652150,PVD-1,10/8/2018 23:00,9/18/2018 14:15,23,4,NT,CNA,0,9/18/2018 15:50,Deleted,10/2/2018 11:58,18.93,0,0,0.094030639,0.065972222,20.36458333,Mon,1,0,5,0.003239557,1,0.425287356,0.694422182,0.055095461,0,0.8,6.493534965
652152,PVD-1,10/8/2018 23:00,9/18/2018 14:15,23,8,NT,Nurse,1,,Deleted,10/2/2018 12:00,0,38.72,29.07,-0.030197754,13.90625,20.36458333,Mon,1,0,5,0.68286445,1,0.51042997,0.59383034,0.055095461,0,0.8,3.994724781
652172,PVD-1,10/9/2018 7:00,9/18/2018 14:17,7,4,DT,CNA,0,9/18/2018 14:19,Deleted,10/3/2018 15:12,18.92,0,0,0.093551797,0.001388889,20.69652778,Tue,2,0,5,6.71E-05,0.304347826,0.425287356,0.694034448,0.055993522,0.166666667,0.8,-2.024512976
652178,PVD-1,10/9/2018 15:00,9/18/2018 14:17,15,8,ET,CNA,0,,Deleted,10/1/2018 15:09,16.47,0,0,-0.041287189,13.03611111,21.02986111,Tue,2,0,5,0.619885744,0.652173913,0.51042997,0.584850857,0.05689534,0.166666667,0.8,-0.351371198
652180,PVD-1,10/9/2018 15:00,9/18/2018 14:17,15,8,ET,CNA,0,,Deleted,10/1/2018 15:10,16.56,0,0,-0.035628019,13.03680556,21.02986111,Tue,2,0,5,0.619918767,0.652173913,0.51042997,0.589433275,0.05689534,0.166666667,0.8,-0.348145471
652182,PVD-1,10/9/2018 15:00,9/18/2018 14:17,15,4,ET,Nurse,1,9/19/2018 8:11,Deleted,10/1/2018 15:08,0,38.76,32.37,0.018176497,0.745833333,21.02986111,Tue,2,0,5,0.035465443,0.652173913,0.425287356,0.633000572,0.05689534,0.166666667,0.8,2.110523103
652184,PVD-1,10/9/2018 15:00,9/18/2018 14:17,15,8,ET,CNA,0,9/25/2018 2:28,Deleted,10/1/2018 15:09,16.68,0,0,-0.028177458,6.507638889,21.02986111,Tue,2,0,5,0.309447545,0.652173913,0.51042997,0.595466241,0.05689534,0.166666667,0.8,-0.343898651
652186,PVD-1,10/9/2018 15:00,9/18/2018 14:17,15,8,ET,CNA,0,,Deleted,10/1/2018 15:07,16.49,0,0,-0.040024257,13.03472222,21.02986111,Tue,2,0,5,0.619819701,0.652173913,0.51042997,0.585873495,0.05689534,0.166666667,0.8,-0.350651326
652200,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,4,ET,CNA,0,9/18/2018 14:40,Deleted,10/1/2018 15:12,19,0,0,0.097368421,0.015277778,22.02916667,Wed,3,0,5,0.000693525,0.652173913,0.425287356,0.697124895,0.059598916,0.333333333,0.8,1.993774999
652202,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,4,ET,CNA,0,9/25/2018 14:07,Deleted,10/1/2018 15:12,16.58,0,0,-0.03437877,6.992361111,22.02916667,Wed,3,0,5,0.317413782,0.652173913,0.425287356,0.590444833,0.059598916,0.333333333,0.8,1.918679101
652204,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,4,ET,CNA,0,9/30/2018 8:29,Deleted,10/9/2018 8:29,16.52,0,0,-0.038135593,11.75763889,22.02916667,Wed,3,0,5,0.533730534,0.652173913,0.425287356,0.587402809,0.059598916,0.333333333,0.8,1.916537711
652206,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,8,ET,CNA,0,,Deleted,10/1/2018 15:10,16.51,0,0,-0.038764385,13.03611111,22.02916667,Wed,3,0,5,0.591765967,0.652173913,0.51042997,0.586893655,0.059598916,0.333333333,0.8,-0.5118207
652208,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,8,ET,CNA,0,,Deleted,10/1/2018 15:11,16.46,0,0,-0.041919806,13.03680556,22.02916667,Wed,3,0,5,0.591797491,0.652173913,0.51042997,0.584338606,0.059598916,0.333333333,0.8,-0.51361929
652210,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,8,ET,CNA,0,9/25/2018 10:35,Deleted,10/1/2018 15:11,16.68,0,0,-0.028177458,6.845138889,22.02916667,Wed,3,0,5,0.310730723,0.652173913,0.51042997,0.595466241,0.059598916,0.333333333,0.8,-0.505786152
652212,PVD-1,10/10/2018 15:00,9/18/2018 14:18,15,8,ET,CNA,0,,Deleted,10/1/2018 15:11,16.42,0,0,-0.044457978,13.03680556,22.02916667,Wed,3,0,5,0.591797491,0.652173913,0.51042997,0.582283365,0.059598916,0.333333333,0.8,-0.515066048
652226,PVD-1,10/11/2018 15:00,9/18/2018 14:19,15,8,ET,CNA,0,,Deleted,10/1/2018 15:15,16.13,0,0,-0.063236206,13.03888889,23.02847222,Thu,4,0,5,0.566207292,0.652173913,0.51042997,0.567078012,0.062302492,0.5,0.8,-0.687657137
652228,PVD-1,10/11/2018 15:00,9/18/2018 14:19,15,8,ET,CNA,0,,Deleted,10/1/2018 15:15,16.31,0,0,-0.051502146,13.03888889,23.02847222,Thu,4,0,5,0.566207292,0.652173913,0.51042997,0.576579469,0.062302492,0.5,0.8,-0.680968723
652240,PVD-1,10/12/2018 15:00,9/18/2018 14:20,15,8,ET,CNA,0,10/1/2018 11:08,Deleted,10/10/2018 10:37,16.27,0,0,-0.054087277,12.86666667,24.02777778,Fri,5,0,5,0.53549133,0.652173913,0.51042997,0.574486202,0.065006068,0.666666667,0.8,-0.844329748
652250,PVD-1,10/12/2018 15:00,9/18/2018 14:20,15,8,ET,CNA,0,,Deleted,10/10/2018 10:37,16.23,0,0,-0.056685151,21.84513889,24.02777778,Fri,5,0,5,0.90916185,0.652173913,0.51042997,0.572382618,0.065006068,0.666666667,0.8,-0.845810536
652254,PVD-1,10/12/2018 23:00,9/18/2018 14:20,23,4,NT,CNA,0,9/18/2018 15:49,Deleted,10/10/2018 8:27,19.11,0,0,0.102564103,0.061805556,24.36111111,Fri,5,0,5,0.002537058,1,0.425287356,0.70133201,0.065907887,0.666666667,0.8,5.850961539
652258,PVD-1,10/12/2018 23:00,9/18/2018 14:20,23,8,NT,Nurse,1,,Deleted,10/10/2018 12:45,0,38.49,32.25,0.01276356,21.93402778,24.36111111,Fri,5,0,5,0.900370582,1,0.51042997,0.628617538,0.065907887,0.666666667,0.8,3.371775229
652260,PVD-1,10/12/2018 23:00,9/18/2018 14:20,23,8,NT,Nurse,1,,Deleted,10/11/2018 7:22,0,37.23,32.22,-0.005573877,22.70972222,24.36111111,Fri,5,0,5,0.932212087,1,0.51042997,0.613769108,0.065907887,0.666666667,0.8,3.36132289
652274,PVD-1,10/13/2018 15:00,9/18/2018 14:22,15,8,ET,CNA,0,,Deleted,10/10/2018 12:23,16.57,0,0,-0.035003018,21.91736111,25.02638889,Sat,6,1,5,0.87577002,0.652173913,0.51042997,0.589939359,0.067707766,0.833333333,0.8,-0.99522672
652276,PVD-1,10/13/2018 15:00,9/18/2018 14:22,15,4,ET,Nurse,1,9/29/2018 20:55,Deleted,10/10/2018 8:19,0,39.08,33.85,0.042409081,11.27291667,25.02638889,Sat,6,1,5,0.450441201,0.652173913,0.425287356,0.652622498,0.067707766,0.833333333,0.8,1.476898176
652636,PVD-1,10/3/2018 15:00,9/19/2018 3:58,15,8,ET,CNA,0,,Deleted,9/28/2018 12:46,16.06,0,0,-0.067870486,9.366666667,14.45972222,Wed,3,0,5,0.64777639,0.652173913,0.51042997,0.563325482,0.039120126,0.333333333,0.8,0.697838823
652652,PVD-1,10/2/2018 7:00,9/19/2018 3:59,7,4,DT,CNA,0,9/29/2018 22:13,Deleted,10/2/2018 4:54,15.28,0,0,-0.122382199,10.75972222,13.12569444,Tue,2,0,5,0.819744987,0.304347826,0.425287356,0.519185543,0.035510974,0.166666667,0.8,-0.921120353
652654,PVD-1,10/3/2018 7:00,9/19/2018 3:59,7,8,DT,CNA,0,9/29/2018 15:05,Deleted,10/2/2018 19:30,16.31,0,0,-0.051502146,10.4625,14.12569444,Wed,3,0,5,0.74067155,0.304347826,0.51042997,0.576579469,0.038216429,0.333333333,0.8,-3.470718723
652656,PVD-1,10/3/2018 15:00,9/19/2018 3:59,15,8,ET,CNA,0,,Deleted,9/20/2018 4:04,16.5,0,0,-0.039393939,1.003472222,14.45902778,Wed,3,0,5,0.069401085,0.652173913,0.51042997,0.586383885,0.039118247,0.333333333,0.8,0.714182954
652658,PVD-1,10/3/2018 15:00,9/19/2018 3:59,15,8,ET,CNA,0,9/29/2018 10:24,Deleted,10/1/2018 8:41,16.74,0,0,-0.024492234,10.26736111,14.45902778,Wed,3,0,5,0.710100379,0.652173913,0.51042997,0.598450288,0.039118247,0.333333333,0.8,0.722676926
